Sitio,Fecha,Profundidad,Transecto,Abudefduf saxatilis,Abudefduf taurus,Acanthostracion quadricornis,Acanthurus tractus,Acanthurus chirurgus,Acanthurus coeruleus,Aluterus scriptus,Anisotremus surinamensis,Anisotremus virginicus,Apogon binotatus,Apogon maculatus,Archosargos probatocephalus,Aulostomus maculatus,Balistes capriscus,Bodianus pulchellus,Bodianus rufus,Calamus calamus,Calamus penna,Calamus pennatula,Cantherines pullus,Canthidermis sufflamen,Canthigaster rostrata,Caranx bartholomei,Caranx crysos,Caranx latus,Caranx lugubris,Caranx ruber,Centropyge argi,Cephalopholis cruentata,Chaetodipterus faber,Chaetodon capistratus,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Chromis cyanea,Chromis insolata,Chromis multilineata,Chromis scotti,Clepticus parrae,"CLUPEIDAE, ENGRAULIDAE",Coryphopterus glaucofraenum,Coryphopterus personatus/hyalinus,Diodon hystrix,Elacatinus jarocho,Elacatinus oceanops,Elacatinus redimiculus,Elagatis bipinnulata,Emblemariopsis sp.,Epinephelus adscensionis,Epinephelus guttatus,Equetus lanceolatus,Equetus punctatus,Gerres cinereus,Gymnothorax funebris,Gymnothorax miliaris,Gymnothorax moringa,Haemulon aurolineatum,Haemulon carbonarium,Haemulon chrysargyreum,Haemulon flavolineatum,Haemulon macrostomum,Haemulon plumieri,Halichoeres bivitattus,Halichoeres burekae,Halichoeres garnoti,Halichoeres radiatus,Hippocampus erectus,Holacanthus bermudensis,Holacanthus ciliaris,Holacanthus hibrido,Holacanthus tricolor,Holocentrus adscencionis,Holocentrus rufus,Hypleurochilus bermudensis,Hypoplectrus nigricans,Hypoplectrus puella,Hypoplectrus castroaguirrei,Haemulon vittata,Kyphosus sectatrix/incisor,Labrisomus nuchipinnis,Lactophrys bicaudalis,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus buccanella,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Malacacotenus triangulatus,Microspathodon chrysurus,Mulloidichtys martinicus,Mycteroperca bonaci,Mycteroperca interstitialis,Mycteroperca microlepis,Mycteroperca phenax,Mycteroperca tigris,Mycteroperca venenosa,Myrichthys breviceps,Myripristis jacobus,Neopomasentrus cyanomus,Nicholsina usta,Ocyurus chrysurus,Odontoscion dentex,Ogcocephalus radiatus,Ophichthus ophis,Ophioblennius macclurei,Parablenius marmoreus,Paranthias furcifer,Pareques acuminatus,Pareques umbrosus,Pempheris schomburgki,Platybelone argalus,Pterois volitans,Pomacanthus arcuatus,Pomacanthus paru,Pseudopeneus maculatus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scomberomorus cavalla,Scorpaenodes caribbaeus,Scarus vetula,Scorpaena plumieri,Selene vomer,Seriola rivoliana,Serranus subligarius,Serranus tigrinus,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinae,Sparisoma viridae,Sphoeroides spengleri,Sphyraena borealis/picudilla,Sphyraena guachancho,Sphyrna barracuda,Stegastes adustus,Stegastes partitus ,Stegastes planifrons,Stegastes variabilis,Synodus intermedius,Synodus saurus,Thalassoma bifasciatum
Verde,7-Jun-12,10,3,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,,9,,,6,850,,,1,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,8,4,4,,,
Verde,7-Jun-12,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,14,820,,,,,,,1,,,,,,,,1,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,11,4,4,8,,,
Verde,7-Jun-12,10,5,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,13,,,12,1300,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,5,8,,,1
Verde,7-Jun-12,4,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,2,,,,,60,,,,25,140,,,,1,,,1,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,1,6,1,4,4,,,6
Verde,7-Jun-12,4,2,35,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,3,2,,,,,10,,,,23,,,,,1,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,24,1,4,,,,11
Verde,7-Jun-12,4,3,10,,,,,,,2,1,,,,1,,,29,,,,,,1,,,,,,,,,1,2,2,,,,70,,,,20,110,1,,,,,,2,,,,,,,,120,,,1,13,,140,,,,,,,,,,,,,,,,,,,,,,,7,,,,1,1,,,,,,,,,,,,2,,,,6,,,,,,,,,5,,,6,,,,,,,,,,,,,1,,,,,,16,10,6,,,,4
Verde,7-Jun-12,4,4,25,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,140,,,,20,15,,,,1,,,1,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,24,,,,,,,,,,,3,,,,,,,,22,24,16,1,,,8
Verde,7-Jun-12,4,5,18,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,2,,,,,28,,,,26,65,,,,,,,11,,,,3,,,,18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,1,,,,,,,,24,,24,,,,5
AnegadaAdentro,11-Oct-12,16,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,2,,,4,450,,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,
AnegadaAdentro,11-Oct-12,16,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,1,5,,,,800,,,1,,,,,,,,,,,,,,,2,1,,,100,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,2,,,4,,,,,,,,,,,1,,,,,,,,,2,,,,,4
AnegadaAdentro,11-Oct-12,16,3,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,1,2,1,,,8,,,,,,500,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,,2,,,,,1,,,,,,,,,,,,,,,2,,,1,,
AnegadaAdentro,11-Oct-12,16,4,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,140,,,,1,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,2,,,
AnegadaAdentro,11-Oct-12,16,5,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,2,,,,100,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
AnegadaAdentro,11-Oct-12,4,1,40,,,,1,1,,,,,,,,,,3,,,,,,1,,,,,,,,,,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,2,1,,,8,,,,,,,,,1,,,,,4,,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
AnegadaAdentro,11-Oct-12,4,2,100,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,8
AnegadaAdentro,11-Oct-12,4,3,90,,,,,,,,1,,,,,,,2,,,,,,1,,,,,13,,,,1,2,,,,,20,,6,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,4,,,,,,,,,2,,,2,,,,,,,,,,,,,,2,,,,,,8,,,,,
AnegadaAdentro,11-Oct-12,4,4,34,,,,,,,,,,,,1,,,3,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,18,2,1,,,,
AnegadaAdentro,11-Oct-12,4,5,6,,,,190,2,,,,,,,,,,1,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,29,2,,,,,2
Blanquilla,12-Oct-12,10,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,2,,,,,,,11,,,300,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,,
Blanquilla,12-Oct-12,10,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,500,,,2,,,,,,,,,,,,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,4,12,,1,,,
Blanquilla,12-Oct-12,10,3,,,,,4,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,1,,6,,,,500,,,,,,,,,,,,,,,30,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,13,6,,1,,,
Blanquilla,12-Oct-12,10,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,1,1,,,,70,,,,,,,,,,,,,,,14,,,4,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,6,9,2,,,,2
Blanquilla,12-Oct-12,10,5,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,3,,1,,,,,,,,,100,,,,,,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,3,1,,,,
Blanquilla,12-Oct-12,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
Blanquilla,12-Oct-12,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,1
Blanquilla,12-Oct-12,4,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,16,4,,,,,4
Blanquilla,12-Oct-12,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,2
Blanquilla,12-Oct-12,4,5,,,,,1,,,,14,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,9,,,,,,
Blanca,13-Oct-12,15,1,,,,,,,,,2,,,,1,,,3,,,,,,3,,45,,,,,,,,,,,,,,6,,,8,270,,,,,,,,,,,1,,,,7,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,,
Blanca,13-Oct-12,15,2,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,400,,,,,,,,,,,,,,,6,,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,
Blanca,13-Oct-12,15,3,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,25,10,,,5,400,,,,,,,,,,,,,,,13,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,
Blanca,13-Oct-12,15,4,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,170,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,,,
Blanca,13-Oct-12,15,5,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,1,,,,200,,,,,,,,,,1,,,,,23,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,
Blanca,13-Oct-12,4,1,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,32,1,5,,,,
Blanca,13-Oct-12,4,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,2,,,,,,,,,,,1,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,34,1,10,2,,,
Blanca,13-Oct-12,4,3,,,,,,,,,1,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,1,60,,,2,,,,,,,,,,,,,,,1,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,15,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,30,4,3,,,,
Blanca,13-Oct-12,4,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,1
Blanca,13-Oct-12,4,5,,,,,,,,1,,,,,1,,,4,,,,,,,,,,,,,,,,2,,,,,20,,,,,,,,,,,,1,,,,,,,,,1,,10,14,,,,,,,,,,,,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,1,25,2,,,,,1
Enmedio,15-Oct-12,9,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,60,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,2,8,,,
Enmedio,15-Oct-12,9,2,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,4,52,,,,,,,,1,,,,,,,,,,1,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,15,3,5,,,,
Enmedio,15-Oct-12,9,3,,,,,2,,,,1,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,30,,,,1,10,,,,,,,,,,,,,,,,,,1,,,,53,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,1,,,
Enmedio,15-Oct-12,9,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,60,,,,,,,,,,,,,,,,,,2,,,,41,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,2,5,2,,,
Enmedio,15-Oct-12,9,5,,,,,,,,,,,,,,,,,,,,,,1,,20,,,,,,,,,,,,,37,3,,,,155,,,,,,,,,,,,,,,,,,1,,,,195,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,1,10,3,,,
Enmedio,15-Oct-12,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,2,,,,
Enmedio,15-Oct-12,4.5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,7,1,,,,2
Enmedio,15-Oct-12,4.5,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,8,,,,,,,,,,,6,,,,,,,,,7,5,,,,
Enmedio,15-Oct-12,4.5,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,2,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,3,3,,,,
Enmedio,15-Oct-12,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,2,14,1,,,,
Santiaguillo,16-Oct-12,15,1,,,,,1,,,,,,,,,,,1,,,,,,2,,,,,,3,,,4,1,1,,,,,5,2,,2,260,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,40,,,,3,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,,,,2
Santiaguillo,16-Oct-12,15,2,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,,,,,10,200,16,2,,2,350,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,8,3,1,,,2
Santiaguillo,16-Oct-12,15,3,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,1,24,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,6,,,,1,,,,,,,,,,,,,,,,3,2,,,,5
Santiaguillo,16-Oct-12,15,4,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,3,,,,15,4,14,,,300,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,2,,,,5
Santiaguillo,16-Oct-12,15,5,,,,,,,,,,,,,1,,,1,,,,,,2,,,,,,,,,3,,,,,5,,34,1,,,150,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,1,8,7,,,,4
Santiaguillo,16-Oct-12,5,1,10,,,,10,18,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,6,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,2,,,,,38,13,,,,,4
Santiaguillo,16-Oct-12,5,2,70,,,,,10,,,,,,,,,,4,,,,,,1,,,,,1,,,,2,,,,1,,,120,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,12,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,3,,,,,,,1,1,,,,,,,60,20,,,,,12
Santiaguillo,16-Oct-12,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,7,,,,1,,,,,,,,1,,,,,,,46,36,,,,,9
Santiaguillo,16-Oct-12,5,4,5,,,,1,2,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,30,,,,13,,,,1,,,6,,,,,,,,13,9,5,,,,2
Santiaguillo,16-Oct-12,5,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,100,,,,,,,,,,,,1,,,,,,,,,,,1,,,,10,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,25,9,18,,,,11
Ingenieros,17-Oct-12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,
Ingenieros,17-Oct-12,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
Ingenieros,17-Oct-12,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
Ingenieros,17-Oct-12,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,
Ingenieros,17-Oct-12,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
Sacrificios,17-Oct-12,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,6,1,,8,,,
Sacrificios,17-Oct-12,7,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,6,,,1,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,12,,1,12,,,
Sacrificios,17-Oct-12,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,19,10,,,,,,,3,,,,,,,,,,,3,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,1,,,,,14,4,5,23,1,,2
Sacrificios,17-Oct-12,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,4,48,,,,,,,1,,,,,,,,36,,2,3,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,2,,,,,16,13,2,9,,,
Sacrificios,17-Oct-12,7,5,,,,,1,,,,3,2,,,,,,1,,,,,,2,,,,,,,2,,2,,,,,,4,,,,8,30,,,,,,,,,,,,,,1,22,,,4,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,9,,,,,,,,,,,2,,,,,,,,4,6,13,11,,,
Sacrificios,17-Oct-12,4,1,8,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,25,40,1,8,,,
Sacrificios,17-Oct-12,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,35,67,4,8,,,
